director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Lawrence Kasdan,63000000.0,"['Adventure', 'Biography', 'Crime', 'Drama', 'Western']",Dennis Quaid,Wyatt Earp ,"['historically inaccurate', 'name calling', 'penis slur', 'vomiting', 'wyatt earp']",PG-13,Biography
Andy Tennant,75000000.0,"['Drama', 'History', 'Romance']",Bai Ling,Anna and the King ,"['1860s', 'children', 'king', 'schoolteacher', 'siam']",PG-13,History
Daniel Lee,65000000.0,"['Action', 'Adventure', 'Drama', 'History']",Si Won Choi,Dragon Blade ,"['child fugitive', 'final battle', 'martial art', 'silk road', 'sword']",R,Action
Jean-Pierre Jeunet,77000000.0,"['Comedy', 'Romance']",Mathieu Kassovitz,Amélie ,"['cheerfulness', 'female protagonist', 'garden gnome', 'magical realism', 'waitress']",R,Comedy
Nancy Meyers,85000000.0,"['Comedy', 'Drama', 'Romance']",Meryl Streep,It's Complicated ,"['affair', 'divorce', 'graduation', 'vomiting', 'watching television']",R,Romance
Edgar Wright,60000000.0,"['Action', 'Comedy', 'Fantasy', 'Romance']",Anna Kendrick,Scott Pilgrim vs. the World ,"['band', 'dating', 'high school', 'hipster', 'rock band']",PG-13,Romance
Gary Fleder,50000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Oliver Platt,Don't Say a Word ,"['mental institution', 'post traumatic stress', 'psychiatrist', 'vomiting', 'voyeur']",R,Drama
Steven Spielberg,102000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Tom Cruise,Minority Report ,"['future', 'murder', 'neo noir', 'washington d.c.', 'year 2054']",PG-13,Thriller
Danny Cannon,10000000.0,"['Drama', 'Romance', 'Sport']",Sean Pertwee,Goal! The Dream Begins ,"['barrio', 'border', 'newcastle united', 'party', 'soccer']",PG-13,Drama
Mike Nichols,75000000.0,"['Biography', 'Comedy', 'Drama', 'History']",Philip Seymour Hoffman,Charlie Wilson's War ,"['afghanistan', 'arms dealer', 'based on true story', 'cia', 'texas']",R,Drama
Francis Ford Coppola,40000000.0,"['Fantasy', 'Horror', 'Romance']",Keanu Reeves,Bram Stoker's Dracula ,"['dracula', 'horror movie remake', 'maze', 'monster sex', 'vampire']",R,Horror
Gus Van Sant,43000000.0,['Drama'],F. Murray Abraham,Finding Forrester ,"['basketball', 'mentor', 'new york', 'school', 'writing']",PG-13,Drama
Don Hall,165000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",Damon Wayans Jr.,Big Hero 6 ,"['high tech', 'martial arts', 'masked man', 'robot', 'superhero']",PG,Drama
Jason Friedberg,30000000.0,['Comedy'],Carmen Electra,Meet the Spartans ,"['king', 'persian', 'spartan', 'training', 'xerxes']",PG-13,Comedy
Albert Hughes,35000000.0,"['Horror', 'Mystery', 'Thriller']",Johnny Depp,From Hell ,"['freemason', 'jack the ripper', 'opium', 'prostitute', 'victorian era']",R,Horror
Peyton Reed,70000000.0,"['Comedy', 'Romance']",Bradley Cooper,Yes Man ,"['best friend', 'dvd', 'girlfriend', 'loan', 'self help']",PG-13,Romance
Joe Dante,50000000.0,"['Comedy', 'Fantasy', 'Horror']",Christopher Lee,Gremlins 2: The New Batch ,"['gremlin', 'horror host', 'hulk hogan', 'monster', 'skyscraper']",PG-13,Fantasy
Chris Roberts,30000000.0,"['Action', 'Adventure', 'Sci-Fi']",Saffron Burrows,Wing Commander ,"['27th century', 'fighter pilot', 'orchestral music score', 'outer space', 'space opera']",PG-13,Action
Mike Newell,150000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Robert Pattinson,Harry Potter and the Goblet of Fire ,"['fire', 'goblet', 'magic', 'tournament', 'wizard']",PG-13,Adventure
Carlos Saldanha,90000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Denis Leary,Ice Age: Dawn of the Dinosaurs ,"['egg', 'lost world', 'rescue', 'squirrel', 'weasel']",PG,Comedy
Anthony Russo,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Captain America: Civil War ,"['based on comic book', 'knife', 'marvel cinematic universe', 'returning character killed off', 'superhero']",PG-13,Sci-Fi
Barbet Schroeder,50000000.0,"['Crime', 'Mystery', 'Thriller']",Ryan Gosling,Murder by Numbers ,"['disposing of a dead body', 'high school student', 'murder', 'sociopath', 'teenage boy']",R,Thriller
Doug Liman,85000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Kristen Stewart,Jumper ,"['bank', 'based on novel', 'ice', 'teleportation', 'vault']",PG-13,Sci-Fi
Luc Besson,86000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Mia Farrow,Arthur and the Invisibles ,"['boy', 'debt', 'garden', 'princess', 'treasure']",PG,Fantasy
Todd Phillips,80000000.0,['Comedy'],Bradley Cooper,The Hangover Part II ,"['hotel', 'male frontal nudity', 'pubic hair', 'thailand', 'wedding']",R,Comedy
Phil Lord,100000000.0,"['Animation', 'Comedy', 'Family', 'Sci-Fi']",Will Forte,Cloudy with a Chance of Meatballs ,"['food', 'giant food', 'mayor', 'sardine', 'weather']",PG,Animation
Frank Coraci,40000000.0,"['Comedy', 'Romance']",Bella Thorne,Blended ,"['blind date', 'children', 'date', 'daughter', 'son']",PG-13,Comedy
Tom Dey,50000000.0,"['Comedy', 'Romance']",Bradley Cooper,Failure to Launch ,"['friend', 'intervention', 'moving', 'secret', 'slacker']",PG-13,Romance
José Padilha,100000000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Gary Oldman,RoboCop ,"['law enforcement', 'police', 'robocop', 'robot', 'technology']",PG-13,Crime
Jan de Bont,92000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Philip Seymour Hoffman,Twister ,"['device', 'disaster', 'divorce', 'storm', 'tornado']",PG-13,Drama
Barry Sonnenfeld,90000000.0,"['Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",Will Smith,Men in Black ,"['alien', 'box office hit', 'flying saucer', 'laser gun', 'wisecrack humor']",PG-13,Sci-Fi
Andrei Tarkovsky,1000000.0,"['Drama', 'Mystery', 'Sci-Fi']",Donatas Banionis,Solaris ,"['hallucination', 'ocean', 'psychologist', 'scientist', 'space station']",PG,Drama
Neill Blomkamp,115000000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Matt Damon,Elysium ,"['christ figure', 'class differences', 'messiah', 'saviour', 'social commentary']",R,Sci-Fi
Guy Ritchie,75000000.0,"['Action', 'Adventure', 'Comedy']",Henry Cavill,The Man from U.N.C.L.E. ,"['box office flop', 'cia agent', 'criminal organization', 'kgb agent', 'nuclear bomb']",PG-13,Comedy
Bill Condon,120000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,"['battle', 'friend', 'super strength', 'vampire', 'vision']",PG-13,Adventure
David Lean,16000000.0,"['Adventure', 'Drama', 'History']",Richard Wilson,A Passage to India ,"['doctor', 'english', 'india', 'magistrate', 'mosque']",PG,Drama
Lana Wachowski,150000000.0,"['Action', 'Sci-Fi']",Steve Bastoni,The Matrix Reloaded ,"['car motorcycle chase', 'one against many', 'oracle', 'prophecy', 'stylized violence']",R,Action
Kevin Donovan,60000000.0,"['Action', 'Comedy', 'Sci-Fi']",Romany Malco,The Tuxedo ,"['chauffeur', 'hospital', 'secret agent', 'spying', 'tuxedo']",PG-13,Action
John McTiernan,85000000.0,"['Action', 'Adventure', 'History']",Tony Curran,The 13th Warrior ,"['arab', 'battle', 'combat', 'viking', 'warrior']",R,Adventure
John Hamburg,42000000.0,"['Comedy', 'Romance']",Philip Seymour Hoffman,Along Came Polly ,"['bride', 'friend', 'honeymoon', 'insurance', 'insurance company']",PG-13,Comedy
Oliver Stone,40000000.0,"['Drama', 'History', 'Thriller']",Sally Kirkland,JFK ,"['death', 'gay slur', 'homosexuality', 'investigation', 'president']",R,History
William Shatner,27800000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Leonard Nimoy,Star Trek V: The Final Frontier ,"['captain', 'half brother', 'klingon', 'planet', 'vulcan']",PG,Sci-Fi
James Cameron,115000000.0,"['Action', 'Comedy', 'Thriller']",Jamie Lee Curtis,True Lies ,"['espionage', 'secret agent', 'secret mission', 'spy', 'spy film']",R,Action
Peter Hyams,40000000.0,"['Action', 'Adventure', 'Romance']",Catherine Deneuve,The Musketeer ,"['guard', 'king', 'murder', 'musketeer', 'swordsman']",PG-13,Action
Ang Lee,35000000.0,"['Drama', 'Romance', 'War', 'Western']",Jeremy W. Auman,Ride with the Devil ,"['bushwhacker', 'friend', 'honor', 'kansas', 'raid']",R,War
M. Night Shyamalan,130000000.0,"['Action', 'Adventure', 'Sci-Fi']",Will Smith,After Earth ,"['box office flop', 'father son team', 'fear', 'race against time', 'real life father and son playing father and son']",PG-13,Sci-Fi
Rand Ravich,34000000.0,"['Drama', 'Sci-Fi', 'Thriller']",Johnny Depp,The Astronaut's Wife ,"['astronaut', 'electrocuted in bathtub', 'mission', 'pilot', 'sister']",R,Thriller
Robert Wise,35000000.0,"['Adventure', 'Mystery', 'Sci-Fi']",Leonard Nimoy,Star Trek: The Motion Picture ,"['alien', 'space', 'space station', 'spacecraft', 'warp speed']",PG,Adventure
Ron Shelton,75000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Harrison Ford,Hollywood Homicide ,"['audition', 'kissing while having sex', 'machismo', 'murder', 'sex']",PG-13,Action
Ridley Scott,30000000.0,"['Action', 'Crime', 'Thriller']",Stephen Root,Black Rain ,"['counterfeit', 'detective', 'japan', 'police chase', 'yakuza']",R,Thriller
Peter Segal,80000000.0,"['Action', 'Adventure', 'Comedy']",Bill Murray,Get Smart ,"['airplane', 'misunderstanding', 'obese woman', 'overweight woman', 'spy']",PG-13,Comedy
Tony Scott,100000000.0,"['Action', 'Thriller']",Denzel Washington,Unstoppable ,"['freight train', 'race against time', 'runaway train', 'train', 'train engineer']",PG-13,Action
Larry Charles,42000000.0,['Comedy'],Bono,Brüno ,"['austrian', 'fame', 'fashion', 'gay lead character', 'mockumentary']",R,Comedy
Robert Zemeckis,40000000.0,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",Lea Thompson,Back to the Future Part III ,"['band', 'dog', 'letter', 'time machine', 'tombstone']",PG,Sci-Fi
Roland Emmerich,110000000.0,"['Action', 'Drama', 'History', 'War']",Heath Ledger,The Patriot ,"['american revolution', 'british', 'french', 'hero', 'standoff']",R,History
Janusz Kaminski,28000000.0,"['Drama', 'Horror', 'Thriller']",Philip Baker Hall,Lost Souls ,"['faith', 'mental patient', 'priest', 'scheme', 'teacher']",R,Drama
Spike Lee,33000000.0,"['Biography', 'Drama', 'History', 'Romance']",Denzel Washington,Malcolm X ,"['african american', 'black history', 'civil rights', 'ku klux klan', 'nation of islam']",PG-13,Biography
Jon Amiel,60000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Glenn Morshower,The Core ,"['core', 'earth', 'natural disaster', 'pacemaker', 'scientist']",PG-13,Adventure
Graham Annable,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Isaac Hempstead Wright,The Boxtrolls ,"['chase', 'puppet animation', 'red hat', 'stop motion animation', 'troll']",PG,Fantasy
Jonathan Liebesman,70000000.0,"['Action', 'Sci-Fi']",Noel Fisher,Battle Los Angeles ,"['alien', 'extraterrestrial', 'invasion', 'marine', 'mission']",PG-13,Action
Brad Silberling,50000000.0,"['Comedy', 'Family', 'Fantasy']",Eric Idle,Casper ,"['casper', 'friendly ghost', 'ghost', 'maine', 'mansion']",PG,Comedy
Sam Mendes,80000000.0,"['Crime', 'Drama', 'Thriller']",Tom Hanks,Road to Perdition ,"['1930s', 'blood', 'gun', 'on the run', 'revenge']",R,Drama
Steven Spielberg,73000000.0,"['Action', 'Adventure', 'Sci-Fi']",Ariana Richards,The Lost World: Jurassic Park ,"['capture', 'dinosaur', 'island', 'jurassic', 'jurassic park']",PG-13,Sci-Fi
Mark Osborne,130000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Angelina Jolie Pitt,Kung Fu Panda ,"['kung fu', 'kung fu master', 'master', 'panda', 'snow leopard']",PG,Family
Tom Tykwer,50000000.0,"['Crime', 'Drama', 'Fantasy']",Michael Smiley,Perfume: The Story of a Murderer ,"['18th century', 'perfume', 'scent', 'sense of smell', 'smell']",R,Crime
Oliver Stone,63000000.0,"['Drama', 'History', 'Thriller']",Nicolas Cage,World Trade Center ,"['based on true story', 'police', 'rescue', 'rubble', 'trapped']",PG-13,History
Peter Berg,70000000.0,"['Action', 'Drama', 'Thriller']",Jennifer Garner,The Kingdom ,"['al qaeda', 'bomb making', 'fbi', 'saudi arabia', 'stabbed in the crotch']",R,Action
Rob Marshall,250000000.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,Pirates of the Caribbean: On Stranger Tides ,"['blackbeard', 'captain', 'pirate', 'revenge', 'soldier']",PG-13,Adventure
Matt Reeves,170000000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Gary Oldman,Dawn of the Planet of the Apes ,"['ape', 'dam', 'leader', 'post apocalypse', 'sequel']",PG-13,Adventure
Jorge R. Gutiérrez,50000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Channing Tatum,The Book of Life ,"['afterlife', 'bullfight', 'bullfighting', 'love triangle', 'mexico']",PG,Animation
David Ayer,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Mireille Enos,Sabotage ,"['dea', 'drug cartel', 'kicked in the crotch', 'strip club', 'tough girl']",R,Drama
Jon Turteltaub,32000000.0,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Robert Duvall,Phenomenon ,"['brain tumor', 'genius', 'psionic power', 'telekinesis', 'terminal illness']",PG,Fantasy
Harold Becker,60000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Bruce Willis,Mercury Rising ,"['autistic child', 'boy', 'child in danger', 'fbi', 'nsa']",R,Crime
Ridley Scott,108000000.0,"['Adventure', 'Drama', 'Sci-Fi']",Matt Damon,The Martian ,"['astronaut', 'international cooperation', 'left for dead', 'nasa', 'space habitat']",PG-13,Drama
J.J. Abrams,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",Chris Hemsworth,Star Trek ,"['box office hit', 'future', 'lifted by the throat', 'star trek', 'vulcan']",PG-13,Adventure
Paul W.S. Anderson,60000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Sanaa Lathan,AVP: Alien vs. Predator ,"['alien', 'antarctica', 'predator', 'pyramid', 'satellite']",PG-13,Action
James Wong,49000000.0,"['Action', 'Sci-Fi', 'Thriller']",Jason Statham,The One ,"['fight', 'multiverse', 'police', 'police officer', 'prison']",PG-13,Action
Marc Webb,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Emma Stone,The Amazing Spider-Man 2 ,"['costumed hero', 'death of girlfriend', 'masked vigilante', 'returning character killed off', 'teenager']",PG-13,Fantasy
Angelina Jolie Pitt,65000000.0,"['Biography', 'Drama', 'Sport', 'War']",Finn Wittrock,Unbroken ,"['emaciation', 'male nudity', 'plane crash', 'prisoner of war', 'torture']",PG-13,War
Dennis Dugan,90000000.0,"['Action', 'Comedy']",Adam Sandler,You Don't Mess with the Zohan ,"['hair stylist', 'jew', 'landlord', 'muslim', 'palestinian']",PG-13,Action
Robert Rodriguez,53000000.0,"['Action', 'Horror', 'Thriller']",Quentin Tarantino,Grindhouse ,"['anthropophagus', 'blood and gore', 'double feature', 'real twins playing twins', 'zombie']",R,Action
Ellory Elkayem,30000000.0,"['Action', 'Comedy', 'Horror']",Scarlett Johansson,Eight Legged Freaks ,"['creature feature', 'human versus spider', 'spider', 'spider feature', 'woman sheriff']",PG-13,Horror
Scott Derrickson,30000000.0,"['Horror', 'Mystery', 'Thriller']",Olivia Munn,Deliver Us from Evil ,"['confession', 'demonic possession', 'exorcism', 'flickering light', 'priest']",R,Thriller
Chris Columbus,100000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,"['bildungsroman', 'flying broom', 'invisibility cloak', 'monster', 'wizardry']",PG,Mystery
Terry Gilliam,88000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Thriller']",Matt Damon,The Brothers Grimm ,"['creature', 'curse', 'exorcism', 'girl', 'village']",PG-13,Adventure
Martin Scorsese,52000000.0,"['Biography', 'Crime', 'Drama']",Robert De Niro,Casino ,"['car bomb', 'card cheat', 'cash', 'casino', 'gambling syndicate']",R,Crime
Scott Derrickson,80000000.0,"['Drama', 'Sci-Fi', 'Thriller']",Keanu Reeves,The Day the Earth Stood Still ,"['alien', 'earth', 'giant robot', 'military', 'scientist']",PG-13,Drama
Peter Jackson,225000000.0,"['Adventure', 'Fantasy']",Aidan Turner,The Hobbit: The Desolation of Smaug ,"['dwarf', 'elf', 'lake town', 'mountain', 'sword and sorcery']",PG-13,Adventure
Gary Ross,50000000.0,"['Action', 'Biography', 'Drama', 'History', 'War']",Matthew McConaughey,Free State of Jones ,"['american civil war', 'civil war', 'u.s. civil war']",R,Drama
Justin Lin,125000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,Fast Five ,"['drug lord', 'drugs', 'federal agent', 'heist', 'police']",PG-13,Thriller
Robert Rodriguez,35000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Alexa PenaVega,Spy Kids ,"['brother sister relationship', 'espionage', 'rescue', 'secret agent', 'spy']",PG,Sci-Fi
David Twohy,105000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Vin Diesel,The Chronicles of Riddick ,"['bounty hunter', 'escape', 'necromonger', 'planet', 'warrior']",PG-13,Adventure
Paul Greengrass,75000000.0,"['Action', 'Mystery', 'Thriller']",Matt Damon,The Bourne Supremacy ,"['assassin', 'car chase', 'cia', 'hidden truth', 'one against many']",PG-13,Mystery
Phyllida Lloyd,52000000.0,"['Comedy', 'Family', 'Musical', 'Romance']",Colin Firth,Mamma Mia! ,"['bride', 'greece', 'island', 'mediterranean', 'wedding']",PG-13,Romance
Frank Coraci,110000000.0,"['Action', 'Adventure', 'Comedy']",Jim Broadbent,Around the World in 80 Days ,"['19th century', 'around the world', 'inventor', 'martial arts', 'train']",PG,Comedy
Patrick Tatopoulos,35000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Craig Parker,Underworld: Rise of the Lycans ,"['battle', 'slave', 'vampire', 'warrior', 'werewolf']",R,Sci-Fi
John Whitesell,40000000.0,"['Comedy', 'Crime']",Chloë Grace Moretz,Big Momma's House 2 ,"['cheerleading', 'fbi', 'fbi agent', 'nanny', 'undercover']",PG-13,Comedy
Michael Bay,126000000.0,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",Scarlett Johansson,The Island ,"['clone', 'environment', 'escape', 'island', 'lottery']",PG-13,Thriller
Rawson Marshall Thurber,37000000.0,"['Comedy', 'Crime']",Laura-Leigh,We're the Millers ,"['fake family', 'male frontal nudity', 'marijuana', 'mexico', 'stripper']",R,Comedy
Chris Noonan,30000000.0,"['Biography', 'Drama', 'Romance']",Emily Watson,Miss Potter ,"['book', 'children', 'friend', 'illustrator', 'letter']",PG,Romance
Paul Verhoeven,65000000.0,"['Action', 'Sci-Fi']",Ronny Cox,Total Recall ,"['ambiguous ending', 'false memory', 'implanted memory', 'memory', 'space colony']",R,Sci-Fi
Robert Zemeckis,90000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Matthew McConaughey,Contact ,"['message from outer space', 'religion', 'religion versus science', 'scientist', 'universe']",PG,Sci-Fi
Joel Schumacher,70000000.0,"['Action', 'Adventure', 'Comedy', 'Thriller']",Anthony Hopkins,Bad Company ,"['cia', 'cia agent', 'terrorist', 'twin', 'twin brother']",PG-13,Comedy
David Zucker,45000000.0,['Comedy'],Beau Mirchoff,Scary Movie 4 ,"['female nudity', 'male nudity', 'parody', 'reference to myspace', 'sequel']",PG-13,Comedy
Dave Green,135000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,"['based on comic book', 'brother brother relationship', 'rat', 'sequel', 'turtle']",PG-13,Adventure
