director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,all_keywords
Pete Docter,175000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",Amy Poehler,Inside Out ,"['Pete Docter', 'Amy Poehler', 'anger', 'joy', 'memory', 'running away', 'sadness']",PG,Animation,"['Pete Docter', 'Amy Poehler', 'anger', 'joy', 'memory', 'running away', 'sadness']"
Jon Favreau,175000000.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",Scarlett Johansson,The Jungle Book ,"['Jon Favreau', 'Scarlett Johansson', 'fire', 'jungle', 'remake', 'tiger', 'wolf']",PG,Family,"['Jon Favreau', 'Scarlett Johansson', 'fire', 'jungle', 'remake', 'tiger', 'wolf']"
Jon Favreau,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Iron Man 2 ,"['Jon Favreau', 'Robert Downey Jr.', 'hammer', 'military', 'monaco', 'revenge', 'tony stark']",PG-13,Sci-Fi,"['Jon Favreau', 'Robert Downey Jr.', 'hammer', 'military', 'monaco', 'revenge', 'tony stark']"
Rupert Sanders,170000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Chris Hemsworth,Snow White and the Huntsman ,"['Rupert Sanders', 'Chris Hemsworth', 'evil queen', 'fairy tale', 'magic', 'queen', 'snow white']",PG-13,Action-Comedy,"['Rupert Sanders', 'Chris Hemsworth', 'evil queen', 'fairy tale', 'magic', 'queen', 'snow white']"
Robert Stromberg,180000000.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",Angelina Jolie Pitt,Maleficent ,"['Robert Stromberg', 'Angelina Jolie Pitt', 'curse', 'dark fantasy', 'fairy', 'king', 'kingdom']",PG,Family,"['Robert Stromberg', 'Angelina Jolie Pitt', 'curse', 'dark fantasy', 'fairy', 'king', 'kingdom']"
Matt Reeves,170000000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Gary Oldman,Dawn of the Planet of the Apes ,"['Matt Reeves', 'Gary Oldman', 'ape', 'dam', 'leader', 'post apocalypse', 'sequel']",PG-13,Sci-Fi,"['Matt Reeves', 'Gary Oldman', 'ape', 'dam', 'leader', 'post apocalypse', 'sequel']"
Roland Joffé,,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Tamsin Egerton,The Lovers ,"['Roland Joff\xc3\xa9', 'Tamsin Egerton', '1770s', 'british india', 'great barrier reef', 'india', 'ring']",R,Sci-Fi,"['Roland Joff\xc3\xa9', 'Tamsin Egerton', '1770s', 'british india', 'great barrier reef', 'india', 'ring']"
Carl Rinsch,175000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Keanu Reeves,47 Ronin ,"['Carl Rinsch', 'Keanu Reeves', 'box office flop', 'ronin', 'samurai', 'shogun', 'tournament']",PG-13,Action-Comedy,"['Carl Rinsch', 'Keanu Reeves', 'box office flop', 'ronin', 'samurai', 'shogun', 'tournament']"
Anthony Russo,170000000.0,"['Action', 'Adventure', 'Sci-Fi']",Scarlett Johansson,Captain America: The Winter Soldier ,"['Anthony Russo', 'Scarlett Johansson', 'conspiracy', 'heroism', 'megalomaniac', 'super soldier', 'world domination']",PG-13,Sci-Fi,"['Anthony Russo', 'Scarlett Johansson', 'conspiracy', 'heroism', 'megalomaniac', 'super soldier', 'world domination']"
Mike Mitchell,165000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Jon Hamm,Shrek Forever After ,"['Mike Mitchell', 'Jon Hamm', 'alternate world', 'fairy tale parody', 'female warrior', 'ogre', 'true love']",PG,Animation,"['Mike Mitchell', 'Jon Hamm', 'alternate world', 'fairy tale parody', 'female warrior', 'ogre', 'true love']"
Brad Bird,190000000.0,"['Action', 'Adventure', 'Family', 'Mystery', 'Sci-Fi']",Judy Greer,Tomorrowland ,"['Brad Bird', 'Judy Greer', 'boy genius', 'futuristic city', 'inventor', 'teenage girl', 'time travel']",PG,Family,"['Brad Bird', 'Judy Greer', 'boy genius', 'futuristic city', 'inventor', 'teenage girl', 'time travel']"
Don Hall,165000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",Damon Wayans Jr.,Big Hero 6 ,"['Don Hall', 'Damon Wayans Jr.', 'high tech', 'martial arts', 'masked man', 'robot', 'superhero']",PG,Animation,"['Don Hall', 'Damon Wayans Jr.', 'high tech', 'martial arts', 'masked man', 'robot', 'superhero']"
Rich Moore,165000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Jack McBrayer,Wreck-It Ralph ,"['Rich Moore', 'Jack McBrayer', 'arcade', 'candy', 'glitch', 'king', 'medal']",PG,Animation,"['Rich Moore', 'Jack McBrayer', 'arcade', 'candy', 'glitch', 'king', 'medal']"
Robert Zemeckis,165000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Tom Hanks,The Polar Express ,"['Robert Zemeckis', 'Tom Hanks', 'boy', 'christmas', 'christmas eve', 'north pole', 'train']",G,Animation,"['Robert Zemeckis', 'Tom Hanks', 'boy', 'christmas', 'christmas eve', 'north pole', 'train']"
Roland Emmerich,165000000.0,"['Action', 'Adventure', 'Sci-Fi']",Vivica A. Fox,Independence Day: Resurgence ,"['Roland Emmerich', 'Vivica A. Fox', 'alien', 'battle', 'defense', 'independence day', 'mothership']",PG-13,Sci-Fi,"['Roland Emmerich', 'Vivica A. Fox', 'alien', 'battle', 'defense', 'independence day', 'mothership']"
Dean DeBlois,165000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon ,"['Dean DeBlois', 'Gerard Butler', 'dragon', 'island', 'training', 'viking', 'village']",PG,Animation,"['Dean DeBlois', 'Gerard Butler', 'dragon', 'island', 'training', 'viking', 'village']"
Jonathan Mostow,200000000.0,"['Action', 'Sci-Fi']",Nick Stahl,Terminator 3: Rise of the Machines ,"['Jonathan Mostow', 'Nick Stahl', 'drifter', 'exploding truck', 'future', 'machine', 'skynet']",R,Sci-Fi,"['Jonathan Mostow', 'Nick Stahl', 'drifter', 'exploding truck', 'future', 'machine', 'skynet']"
James Gunn,170000000.0,"['Action', 'Adventure', 'Sci-Fi']",Bradley Cooper,Guardians of the Galaxy ,"['James Gunn', 'Bradley Cooper', 'bounty hunter', 'outer space', 'raccoon', 'talking animal', 'tree']",PG-13,Sci-Fi,"['James Gunn', 'Bradley Cooper', 'bounty hunter', 'outer space', 'raccoon', 'talking animal', 'tree']"
Christopher Nolan,165000000.0,"['Adventure', 'Drama', 'Sci-Fi']",Matthew McConaughey,Interstellar ,"['Christopher Nolan', 'Matthew McConaughey', 'black hole', 'father daughter relationship', 'saving the world', 'space travel', 'wormhole']",PG-13,Sci-Fi,"['Christopher Nolan', 'Matthew McConaughey', 'black hole', 'father daughter relationship', 'saving the world', 'space travel', 'wormhole']"
Christopher Nolan,160000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Leonardo DiCaprio,Inception ,"['Christopher Nolan', 'Leonardo DiCaprio', 'ambiguous ending', 'corporate espionage', 'dream', 'subconscious', 'thief']",PG-13,Sci-Fi,"['Christopher Nolan', 'Leonardo DiCaprio', 'ambiguous ending', 'corporate espionage', 'dream', 'subconscious', 'thief']"
Hideaki Anno,,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",Mark Chinnery,Godzilla Resurgence ,"['Hideaki Anno', 'Mark Chinnery', 'blood', 'godzilla', 'monster', 'sequel']",,Horror,"['Hideaki Anno', 'Mark Chinnery', 'blood', 'godzilla', 'monster', 'sequel']"
Peter Jackson,180000000.0,"['Adventure', 'Fantasy']",Aidan Turner,The Hobbit: An Unexpected Journey ,"['Peter Jackson', 'Aidan Turner', 'dragon', 'dwarf', 'hobbit', 'orc', 'wizard']",PG-13,Adventure,"['Peter Jackson', 'Aidan Turner', 'dragon', 'dwarf', 'hobbit', 'orc', 'wizard']"
Rob Cohen,38000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,The Fast and the Furious ,"['Rob Cohen', 'Paul Walker', 'eighteen wheeler', 'illegal street racing', 'truck', 'trucker', 'undercover cop']",PG-13,Action-Comedy,"['Rob Cohen', 'Paul Walker', 'eighteen wheeler', 'illegal street racing', 'truck', 'trucker', 'undercover cop']"
David Fincher,150000000.0,"['Drama', 'Fantasy', 'Romance']",Brad Pitt,The Curious Case of Benjamin Button ,"['David Fincher', 'Brad Pitt', 'deformed baby', 'diary', 'lingerie slip', 'older man younger woman relationship', 'premature aging']",PG-13,Drama,"['David Fincher', 'Brad Pitt', 'deformed baby', 'diary', 'lingerie slip', 'older man younger woman relationship', 'premature aging']"
Matthew Vaughn,160000000.0,"['Action', 'Adventure', 'Sci-Fi']",Jennifer Lawrence,X-Men: First Class ,"['Matthew Vaughn', 'Jennifer Lawrence', 'cia', 'cia agent', 'mutant', 'nuclear war', 'professor']",PG-13,Sci-Fi,"['Matthew Vaughn', 'Jennifer Lawrence', 'cia', 'cia agent', 'mutant', 'nuclear war', 'professor']"
Francis Lawrence,160000000.0,"['Adventure', 'Sci-Fi']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,"['Francis Lawrence', 'Jennifer Lawrence', 'death of sister', 'dystopia', 'execution', 'rebellion', 'revolution']",PG-13,Sci-Fi,"['Francis Lawrence', 'Jennifer Lawrence', 'death of sister', 'dystopia', 'execution', 'rebellion', 'revolution']"
Jon Turteltaub,150000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Nicolas Cage,The Sorcerer's Apprentice ,"['Jon Turteltaub', 'Nicolas Cage', 'chosen one', 'enchanted object', 'love', 'spell', 'training']",PG,Family,"['Jon Turteltaub', 'Nicolas Cage', 'chosen one', 'enchanted object', 'love', 'spell', 'training']"
Wolfgang Petersen,160000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Jimmy Bennett,Poseidon ,"['Wolfgang Petersen', 'Jimmy Bennett', 'cruise', 'escape', 'ocean', 'passenger', 'water']",PG-13,Action-Comedy,"['Wolfgang Petersen', 'Jimmy Bennett', 'cruise', 'escape', 'ocean', 'passenger', 'water']"
James Bobin,170000000.0,"['Adventure', 'Family', 'Fantasy']",Johnny Depp,Alice Through the Looking Glass ,"['James Bobin', 'Johnny Depp', 'clock', 'dark fantasy', 'mad hatter', 'queen', 'sequel']",PG,Family,"['James Bobin', 'Johnny Depp', 'clock', 'dark fantasy', 'mad hatter', 'queen', 'sequel']"
Chris Miller,160000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Justin Timberlake,Shrek the Third ,"['Chris Miller', 'Justin Timberlake', 'disney spoof', 'fairy tale', 'prince', 'princess', 'tough guy']",PG,Animation,"['Chris Miller', 'Justin Timberlake', 'disney spoof', 'fairy tale', 'prince', 'princess', 'tough guy']"
Duncan Jones,160000000.0,"['Action', 'Adventure', 'Fantasy']",Dominic Cooper,Warcraft ,"['Duncan Jones', 'Dominic Cooper', 'based on video game', 'fictional language', 'fictional war', 'orc', 'sword and sorcery']",PG-13,Action-Comedy,"['Duncan Jones', 'Dominic Cooper', 'based on video game', 'fictional language', 'fictional war', 'orc', 'sword and sorcery']"
Alan Taylor,155000000.0,"['Action', 'Adventure', 'Sci-Fi']",J.K. Simmons,Terminator Genisys ,"['Alan Taylor', 'J.K. Simmons', 'alternate timeline', 'cyborg', 'future', 'robot', 'time machine']",PG-13,Sci-Fi,"['Alan Taylor', 'J.K. Simmons', 'alternate timeline', 'cyborg', 'future', 'robot', 'time machine']"
Michael Apted,155000000.0,"['Adventure', 'Family', 'Fantasy']",Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,"['Michael Apted', 'Bruce Spence', 'dragon', 'king', 'mouse', 'quest', 'warrior']",PG,Family,"['Michael Apted', 'Bruce Spence', 'dragon', 'king', 'mouse', 'quest', 'warrior']"
Michael Bay,140000000.0,"['Action', 'Drama', 'History', 'Romance', 'War']",Jennifer Garner,Pearl Harbor ,"['Michael Bay', 'Jennifer Garner', 'air raid', 'black smoke', 'japanese military', 'japanese navy', 'sunday']",PG-13,War,"['Michael Bay', 'Jennifer Garner', 'air raid', 'black smoke', 'japanese military', 'japanese navy', 'sunday']"
Michael Bay,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",Zack Ward,Transformers ,"['Michael Bay', 'Zack Ward', 'alien contact', 'autobot', 'decepticon', 'robot vs. robot', 'teenage hero']",PG-13,Sci-Fi,"['Michael Bay', 'Zack Ward', 'alien contact', 'autobot', 'decepticon', 'robot vs. robot', 'teenage hero']"
Oliver Stone,155000000.0,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Romance', 'War']",Anthony Hopkins,Alexander ,"['Oliver Stone', 'Anthony Hopkins', 'ancient greece', 'conquest', 'greek', 'greek myth', 'king']",R,War,"['Oliver Stone', 'Anthony Hopkins', 'ancient greece', 'conquest', 'greek', 'greek myth', 'king']"
David Yates,150000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Robert Pattinson,Harry Potter and the Order of the Phoenix ,"['David Yates', 'Robert Pattinson', 'battle', 'magic', 'school', 'teacher', 'wizard']",PG-13,Family,"['David Yates', 'Robert Pattinson', 'battle', 'magic', 'school', 'teacher', 'wizard']"
Mike Newell,150000000.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']",Robert Pattinson,Harry Potter and the Goblet of Fire ,"['Mike Newell', 'Robert Pattinson', 'fire', 'goblet', 'magic', 'tournament', 'wizard']",PG-13,Family,"['Mike Newell', 'Robert Pattinson', 'fire', 'goblet', 'magic', 'tournament', 'wizard']"
Peter Berg,150000000.0,"['Action', 'Drama']",Will Smith,Hancock ,"['Peter Berg', 'Will Smith', 'bully comeuppance', 'destruction', 'prison', 'superhero', 'tough girl']",PG-13,Action-Comedy,"['Peter Berg', 'Will Smith', 'bully comeuppance', 'destruction', 'prison', 'superhero', 'tough girl']"
Francis Lawrence,150000000.0,"['Drama', 'Horror', 'Sci-Fi']",Will Smith,I Am Legend ,"['Francis Lawrence', 'Will Smith', 'new york city', 'pandemic', 'post apocalypse', 'survivalist', 'virus']",PG-13,Horror,"['Francis Lawrence', 'Will Smith', 'new york city', 'pandemic', 'post apocalypse', 'survivalist', 'virus']"
Tim Burton,150000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Johnny Depp,Charlie and the Chocolate Factory ,"['Tim Burton', 'Johnny Depp', 'chocolate', 'diminution', 'miniaturization', 'physical flexability', 'ticket']",PG,Family,"['Tim Burton', 'Johnny Depp', 'chocolate', 'diminution', 'miniaturization', 'physical flexability', 'ticket']"
Brad Bird,150000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Janeane Garofalo,Ratatouille ,"['Brad Bird', 'Janeane Garofalo', 'chef', 'food', 'french', 'rat', 'restaurant']",G,Animation,"['Brad Bird', 'Janeane Garofalo', 'chef', 'food', 'french', 'rat', 'restaurant']"
Christopher Nolan,150000000.0,"['Action', 'Adventure']",Christian Bale,Batman Begins ,"['Christopher Nolan', 'Christian Bale', 'armored car', 'gangster', 'gotham', 'mixed martial arts', 'social decay']",PG-13,Action-Comedy,"['Christopher Nolan', 'Christian Bale', 'armored car', 'gangster', 'gotham', 'mixed martial arts', 'social decay']"
Eric Darnell,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Bernie Mac,Madagascar: Escape 2 Africa ,"['Eric Darnell', 'Bernie Mac', 'africa', 'madagascar', 'new york city', 'sequel', 'zoo']",PG,Animation,"['Eric Darnell', 'Bernie Mac', 'africa', 'madagascar', 'new york city', 'sequel', 'zoo']"
Shawn Levy,150000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Night at the Museum: Battle of the Smithsonian ,"['Shawn Levy', 'Robin Williams', 'hdtv', 'motorcycle', 'museum', 'security guard', 'tyrannosaurus rex']",PG,Family,"['Shawn Levy', 'Robin Williams', 'hdtv', 'motorcycle', 'museum', 'security guard', 'tyrannosaurus rex']"
Gavin Hood,150000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Hugh Jackman,X-Men Origins: Wolverine ,"['Gavin Hood', 'Hugh Jackman', 'army', 'civil war', 'claw fight', 'commando', 'wolverine the character']",PG-13,Sci-Fi,"['Gavin Hood', 'Hugh Jackman', 'army', 'civil war', 'claw fight', 'commando', 'wolverine the character']"
Lana Wachowski,150000000.0,"['Action', 'Sci-Fi']",Essie Davis,The Matrix Revolutions ,"['Lana Wachowski', 'Essie Davis', 'battle', 'epic', 'fight', 'future', 'machine']",R,Sci-Fi,"['Lana Wachowski', 'Essie Davis', 'battle', 'epic', 'fight', 'future', 'machine']"
Chris Buck,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Josh Gad,Frozen ,"['Chris Buck', 'Josh Gad', 'magic', 'sister love', 'sister sister relationship', 'snow', 'snowman']",PG,Animation,"['Chris Buck', 'Josh Gad', 'magic', 'sister love', 'sister sister relationship', 'snow', 'snowman']"
Lana Wachowski,150000000.0,"['Action', 'Sci-Fi']",Steve Bastoni,The Matrix Reloaded ,"['Lana Wachowski', 'Steve Bastoni', 'car motorcycle chase', 'one against many', 'oracle', 'prophecy', 'stylized violence']",R,Sci-Fi,"['Lana Wachowski', 'Steve Bastoni', 'car motorcycle chase', 'one against many', 'oracle', 'prophecy', 'stylized violence']"
Alan Taylor,170000000.0,"['Action', 'Adventure', 'Fantasy']",Chris Hemsworth,Thor: The Dark World ,"['Alan Taylor', 'Chris Hemsworth', 'arrest', 'portal', 'thor', 'warrior', 'weapon']",PG-13,Action-Comedy,"['Alan Taylor', 'Chris Hemsworth', 'arrest', 'portal', 'thor', 'warrior', 'weapon']"
George Miller,150000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Tom Hardy,Mad Max: Fury Road ,"['George Miller', 'Tom Hardy', 'australia', 'desert', 'escape', 'on the run', 'post apocalypse']",R,Sci-Fi,"['George Miller', 'Tom Hardy', 'australia', 'desert', 'escape', 'on the run', 'post apocalypse']"
Ron Howard,150000000.0,"['Mystery', 'Thriller']",Tom Hanks,Angels & Demons ,"['Ron Howard', 'Tom Hanks', 'conclave', 'illuminati', 'murder', 'reference to bernini', 'reference to raphael']",PG-13,Mystery,"['Ron Howard', 'Tom Hanks', 'conclave', 'illuminati', 'murder', 'reference to bernini', 'reference to raphael']"
Kenneth Branagh,150000000.0,"['Action', 'Adventure', 'Fantasy']",Chris Hemsworth,Thor ,"['Kenneth Branagh', 'Chris Hemsworth', 'battle', 'marvel cinematic universe', 'scientist', 'thor', 'throne']",PG-13,Action-Comedy,"['Kenneth Branagh', 'Chris Hemsworth', 'battle', 'marvel cinematic universe', 'scientist', 'thor', 'throne']"
Byron Howard,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",Chloë Grace Moretz,Bolt ,"['Byron Howard', 'Chlo\xc3\xab Grace Moretz', 'cat', 'dog', 'hamster', 'new york city', 'superpower']",PG,Animation,"['Byron Howard', 'Chlo\xc3\xab Grace Moretz', 'cat', 'dog', 'hamster', 'new york city', 'superpower']"
Hoyt Yeatman,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Kelli Garner,G-Force ,"['Hoyt Yeatman', 'Kelli Garner', 'fbi director', 'guinea pig', 'household appliance', 'secret agent', 'talking mouse']",PG,Animation,"['Hoyt Yeatman', 'Kelli Garner', 'fbi director', 'guinea pig', 'household appliance', 'secret agent', 'talking mouse']"
Jonathan Liebesman,150000000.0,"['Action', 'Adventure', 'Fantasy']",Liam Neeson,Wrath of the Titans ,"['Jonathan Liebesman', 'Liam Neeson', 'ares', 'hades', 'titan', 'underworld', 'zeus']",PG-13,Action-Comedy,"['Jonathan Liebesman', 'Liam Neeson', 'ares', 'hades', 'titan', 'underworld', 'zeus']"
Tim Burton,100000000.0,"['Comedy', 'Fantasy', 'Horror']",Johnny Depp,Dark Shadows ,"['Tim Burton', 'Johnny Depp', 'camera shot of feet', 'cartoon on tv', 'female stockinged feet', 'female stockinged soles', 'foot closeup']",PG-13,Horror,"['Tim Burton', 'Johnny Depp', 'camera shot of feet', 'cartoon on tv', 'female stockinged feet', 'female stockinged soles', 'foot closeup']"
Christopher McQuarrie,150000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible - Rogue Nation ,"['Christopher McQuarrie', 'Tom Cruise', 'capture', 'computer hacker', 'mission', 'rogue agent', 'spy']",PG-13,Action-Comedy,"['Christopher McQuarrie', 'Tom Cruise', 'capture', 'computer hacker', 'mission', 'rogue agent', 'spy']"
Joe Johnston,150000000.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Anthony Hopkins,The Wolfman ,"['Joe Johnston', 'Anthony Hopkins', 'asylum', 'death', 'full moon', 'transformation', 'werewolf']",R,Horror,"['Joe Johnston', 'Anthony Hopkins', 'asylum', 'death', 'full moon', 'transformation', 'werewolf']"
David Yates,180000000.0,"['Action', 'Adventure', 'Drama', 'Romance']",Christoph Waltz,The Legend of Tarzan ,"['David Yates', 'Christoph Waltz', 'africa', 'capture', 'jungle', 'male objectification', 'tarzan']",PG-13,Action-Comedy,"['David Yates', 'Christoph Waltz', 'africa', 'capture', 'jungle', 'male objectification', 'tarzan']"
Steve Hickner,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Matthew Broderick,Bee Movie ,"['Steve Hickner', 'Matthew Broderick', 'bee', 'dream sequence', 'egg', 'scatological humor', 'squashed bug']",PG,Animation,"['Steve Hickner', 'Matthew Broderick', 'bee', 'dream sequence', 'egg', 'scatological humor', 'squashed bug']"
