director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Andrew Adamson,60000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Kathleen Freeman,Shrek ,"['donkey', 'fairy tale', 'ogre', 'princess', 'swamp']",PG,Animation,17.9098551202,"['Andrew Adamson', 'Kathleen Freeman', 'donkey', 'fairy', 'tale', 'ogre', 'princess', 'swamp']"
Stephen Herek,40000000.0,"['Comedy', 'Romance']",Angelina Jolie Pitt,Life or Something Like It ,"['football', 'homeless man', 'interview', 'psychic', 'reporter']",PG-13,Rom-Com,17.5043900121,"['Stephen Herek', 'Angelina Jolie Pitt', 'football', 'homeless', 'man', 'interview', 'psychic', 'reporter']"
Peter Berg,70000000.0,"['Action', 'Drama', 'Thriller']",Jennifer Garner,The Kingdom ,"['al qaeda', 'bomb making', 'fbi', 'saudi arabia', 'stabbed in the crotch']",R,Action-Comedy,18.0640058,"['Peter Berg', 'Jennifer Garner', 'al', 'qaeda', 'bomb', 'making', 'fbi', 'saudi', 'arabia', 'stabbed', 'in', 'the', 'crotch']"
Joe Dante,40000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Kirsten Dunst,Small Soldiers ,"['action figure', 'battle', 'computer', 'military', 'toy']",PG-13,Family,17.5043900121,"['Joe Dante', 'Kirsten Dunst', 'action', 'figure', 'battle', 'computer', 'military', 'toy']"
Gavin Hood,110000000.0,"['Action', 'Sci-Fi']",Harrison Ford,Ender's Game ,"['alien', 'future', 'manipulation', 'simulation', 'training']",PG-13,Sci-Fi,18.5159909238,"['Gavin Hood', 'Harrison Ford', 'alien', 'future', 'manipulation', 'simulation', 'training']"
James Cameron,102000000.0,"['Action', 'Sci-Fi']",Joe Morton,Terminator 2: Judgment Day ,"['future', 'liquid metal', 'multiple cameos', 'sexy woman', 'time travel']",R,Sci-Fi,18.4404833712,"['James Cameron', 'Joe Morton', 'future', 'liquid', 'metal', 'multiple', 'cameos', 'sexy', 'woman', 'time', 'travel']"
Andrzej Bartkowiak,60000000.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",Dwayne Johnson,Doom ,"['commando unit', 'extra chromosome', 'first person shooter', 'special forces', 'teleportation']",R,Horror,17.9098551202,"['Andrzej Bartkowiak', 'Dwayne Johnson', 'commando', 'unit', 'extra', 'chromosome', 'first', 'person', 'shooter', 'special', 'forces', 'teleportation']"
Peter MacDonald,63000000.0,"['Action', 'Adventure', 'Thriller', 'War']",Sylvester Stallone,Rambo III ,"['afghanistan', 'colonel', 'rambo', 'rescue', 'soviet']",R,War,17.9586452844,"['Peter MacDonald', 'Sylvester Stallone', 'afghanistan', 'colonel', 'rambo', 'rescue', 'soviet']"
Igor Kovalyov,24000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Musical']",Elizabeth Daily,The Rugrats Movie ,"['baby', 'home', 'hospital', 'lost', 'newborn baby']",G,Animation,16.9935643883,"['Igor Kovalyov', 'Elizabeth Daily', 'baby', 'home', 'hospital', 'lost', 'newborn', 'baby']"
Guy Ritchie,90000000.0,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Robert Downey Jr.,Sherlock Holmes ,"['black magic', 'bridge construction', 'professor moriarty', 'scotland yard inspector', 'sherlock holmes']",PG-13,Mystery,18.3153202283,"['Guy Ritchie', 'Robert Downey Jr.', 'black', 'magic', 'bridge', 'construction', 'professor', 'moriarty', 'scotland', 'yard', 'inspector', 'sherlock', 'holmes']"
George A. Romero,8000000.0,"['Comedy', 'Fantasy', 'Horror']",Ted Danson,Creepshow ,"['anthology', 'child abuse', 'critically acclaimed', 'death', 'grindhouse']",R,Horror,15.8949520996,"['George A. Romero', 'Ted Danson', 'anthology', 'child', 'abuse', 'critically', 'acclaimed', 'death', 'grindhouse']"
Jay Russell,55000000.0,"['Action', 'Drama', 'Thriller']",Billy Burke,Ladder 49 ,"['death of husband', 'fire', 'firefighter', 'funeral', 'main character dies']",PG-13,Action-Comedy,17.8228437432,"['Jay Russell', 'Billy Burke', 'death', 'of', 'husband', 'fire', 'firefighter', 'funeral', 'main', 'character', 'dies']"
James Gunn,170000000.0,"['Action', 'Adventure', 'Sci-Fi']",Bradley Cooper,Guardians of the Galaxy ,"['bounty hunter', 'outer space', 'raccoon', 'talking animal', 'tree']",PG-13,Sci-Fi,18.951308995,"['James Gunn', 'Bradley Cooper', 'bounty', 'hunter', 'outer', 'space', 'raccoon', 'talking', 'animal', 'tree']"
Mimi Leder,40000000.0,['Drama'],Kevin Spacey,Pay It Forward ,"['alcoholism', 'boy', 'good deed', 'protective male', 'teacher']",PG-13,Drama,17.5043900121,"['Mimi Leder', 'Kevin Spacey', 'alcoholism', 'boy', 'good', 'deed', 'protective', 'male', 'teacher']"
Seth MacFarlane,40000000.0,"['Comedy', 'Western']",Liam Neeson,A Million Ways to Die in the West ,"['dancing sheep', 'fetish', 'musical scene', 'racial humor', 'snake poison']",R,Western,17.5043900121,"['Seth MacFarlane', 'Liam Neeson', 'dancing', 'sheep', 'fetish', 'musical', 'scene', 'racial', 'humor', 'snake', 'poison']"
Spike Lee,33000000.0,"['Biography', 'Drama', 'History', 'Romance']",Denzel Washington,Malcolm X ,"['african american', 'black history', 'civil rights', 'ku klux klan', 'nation of islam']",PG-13,Biography,17.3120181194,"['Spike Lee', 'Denzel Washington', 'african', 'american', 'black', 'history', 'civil', 'rights', 'ku', 'klux', 'klan', 'nation', 'of', 'islam']"
Raja Gosnell,105000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Jacob Tremblay,The Smurfs 2 ,"['based on cartoon', 'box office hit', 'no opening credits', 'sequel', 'smurf']",PG,Animation,18.4694709081,"['Raja Gosnell', 'Jacob Tremblay', 'based', 'on', 'cartoon', 'box', 'office', 'hit', 'no', 'opening', 'credits', 'sequel', 'smurf']"
Francis Lawrence,160000000.0,"['Adventure', 'Sci-Fi']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,"['death of sister', 'dystopia', 'execution', 'rebellion', 'revolution']",PG-13,Sci-Fi,18.8906843732,"['Francis Lawrence', 'Jennifer Lawrence', 'death', 'of', 'sister', 'dystopia', 'execution', 'rebellion', 'revolution']"
J.B. Rogers,30000000.0,['Comedy'],Alyson Hannigan,American Pie 2 ,"['beach', 'beach house', 'college', 'party', 'student']",R,Comedy,17.2167079396,"['J.B. Rogers', 'Alyson Hannigan', 'beach', 'beach', 'house', 'college', 'party', 'student']"
Renny Harlin,98000000.0,"['Action', 'Adventure', 'Comedy']",Christopher Masterson,Cutthroat Island ,"['latin', 'pirate', 'pirate ship', 'treasure', 'treasure map']",PG-13,Rom-Com,18.4004780366,"['Renny Harlin', 'Christopher Masterson', 'latin', 'pirate', 'pirate', 'ship', 'treasure', 'treasure', 'map']"
Terrence Malick,32000000.0,"['Drama', 'Fantasy']",Brad Pitt,The Tree of Life ,"['1950s', 'children', 'ice cube', 'texas', 'waco texas']",PG-13,Drama,17.2812464608,"['Terrence Malick', 'Brad Pitt', '1950s', 'children', 'ice', 'cube', 'texas', 'waco', 'texas']"
Curtis Hanson,55000000.0,"['Comedy', 'Drama']",Robert Downey Jr.,Wonder Boys ,"['based on novel', 'college girl', 'midlife crisis', 'pittsburgh pennsylvania', 'professor']",R,Rom-Com,17.8228437432,"['Curtis Hanson', 'Robert Downey Jr.', 'based', 'on', 'novel', 'college', 'girl', 'midlife', 'crisis', 'pittsburgh', 'pennsylvania', 'professor']"
Paul Tibbitt,74000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Tim Conway,The SpongeBob Movie: Sponge Out of Water ,"['book', 'magic', 'pirate', 'plankton', 'time machine']",PG,Animation,18.1195756512,"['Paul Tibbitt', 'Tim Conway', 'book', 'magic', 'pirate', 'plankton', 'time', 'machine']"
Todd Phillips,65000000.0,"['Comedy', 'Drama']",Robert Downey Jr.,Due Date ,"['actor', 'aspiring actor', 'birth', 'misadventure', 'suitcase']",R,Rom-Com,17.9898978279,"['Todd Phillips', 'Robert Downey Jr.', 'actor', 'aspiring', 'actor', 'birth', 'misadventure', 'suitcase']"
Dan Scanlon,200000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Monsters University ,"['cheating', 'fraternity', 'monster', 'singing in a car', 'university']",G,Animation,19.1138279245,"['Dan Scanlon', 'Steve Buscemi', 'cheating', 'fraternity', 'monster', 'singing', 'in', 'a', 'car', 'university']"
Florent-Emilio Siri,52000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Jimmy Bennett,Hostage ,"['california', 'hostage', 'hostage negotiator', 'organized crime', 'police']",R,Mystery,17.7667542765,"['Florent-Emilio Siri', 'Jimmy Bennett', 'california', 'hostage', 'hostage', 'negotiator', 'organized', 'crime', 'police']"
Moustapha Akkad,35000000.0,"['Biography', 'Drama', 'History', 'War']",Oliver Reed,Lion of the Desert ,"['arab', 'general', 'libya', 'muslim', 'mussolini']",PG,War,17.3708586195,"['Moustapha Akkad', 'Oliver Reed', 'arab', 'general', 'libya', 'muslim', 'mussolini']"
Peter Ho-Sun Chan,40000000.0,"['Action', 'Drama', 'History', 'Romance', 'War']",Jet Li,The Warlords ,"['assassination', 'blood brother', 'dynasty', 'general', 'stabbing a woman']",R,War,17.5043900121,"['Peter Ho-Sun Chan', 'Jet Li', 'assassination', 'blood', 'brother', 'dynasty', 'general', 'stabbing', 'a', 'woman']"
Adam Shankman,75000000.0,"['Comedy', 'Drama', 'Musical', 'Romance']",James Martin Kelly,Rock of Ages ,"['concert', 'love', 'music industry', 'panties', 'pole dancer']",PG-13,Musical,18.1329986715,"['Adam Shankman', 'James Martin Kelly', 'concert', 'love', 'music', 'industry', 'panties', 'pole', 'dancer']"
Wes Anderson,40000000.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",Bill Murray,Fantastic Mr. Fox ,"['cider', 'farm', 'farmer', 'fox', 'tale']",PG,Animation,17.5043900121,"['Wes Anderson', 'Bill Murray', 'cider', 'farm', 'farmer', 'fox', 'tale']"
Adam McKay,28000000.0,"['Biography', 'Comedy', 'Drama', 'History']",Ryan Gosling,The Big Short ,"['bank', 'banking', 'finance', 'fraud', 'mortgage']",R,Biography,17.1477150681,"['Adam McKay', 'Ryan Gosling', 'bank', 'banking', 'finance', 'fraud', 'mortgage']"
David Lynch,40000000.0,"['Action', 'Adventure', 'Sci-Fi']",Virginia Madsen,Dune ,"['desert planet', 'dune', 'giant worm', 'space travel', 'spice']",PG-13,Sci-Fi,17.5043900121,"['David Lynch', 'Virginia Madsen', 'desert', 'planet', 'dune', 'giant', 'worm', 'space', 'travel', 'spice']"
Francis Lawrence,130000000.0,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Catching Fire ,"['president', 'snow', 'television', 'tour', 'uprising']",PG-13,Sci-Fi,18.6830450084,"['Francis Lawrence', 'Jennifer Lawrence', 'president', 'snow', 'television', 'tour', 'uprising']"
Joe Johnston,100000000.0,"['Action', 'Adventure', 'Western']",J.K. Simmons,Hidalgo ,"['arab', 'cowboy', 'horse', 'race', 'sheik']",PG-13,Western,18.420680744,"['Joe Johnston', 'J.K. Simmons', 'arab', 'cowboy', 'horse', 'race', 'sheik']"
Cameron Crowe,68000000.0,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Tom Cruise,Vanilla Sky ,"['death', 'dream', 'love', 'lynchian', 'reality']",R,Sci-Fi,18.0350182631,"['Cameron Crowe', 'Tom Cruise', 'death', 'dream', 'love', 'lynchian', 'reality']"
Darren Aronofsky,125000000.0,"['Action', 'Adventure', 'Drama']",Anthony Hopkins,Noah ,"['ark', 'flood', ""noah's ark"", 'water', 'wrath of god']",PG-13,Action-Comedy,18.6438242953,"['Darren Aronofsky', 'Anthony Hopkins', 'ark', 'flood', 'noah', 's', 'ark', 'water', 'wrath', 'of', 'god']"
Rich Moore,165000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Jack McBrayer,Wreck-It Ralph ,"['arcade', 'candy', 'glitch', 'king', 'medal']",PG,Animation,18.9214560319,"['Rich Moore', 'Jack McBrayer', 'arcade', 'candy', 'glitch', 'king', 'medal']"
Geoffrey Sax,40000000.0,"['Action', 'Adventure', 'Family', 'Thriller']",Alex Pettyfer,Alex Rider: Operation Stormbreaker ,"['14 year old', 'british', 'gadget', 'spy', 'training']",PG,Family,17.5043900121,"['Geoffrey Sax', 'Alex Pettyfer', '14', 'year', 'old', 'british', 'gadget', 'spy', 'training']"
Eric Darnell,105000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Sylvester Stallone,Antz ,"['ant', 'friend', 'princess', 'soldier', 'worker']",PG,Animation,18.4694709081,"['Eric Darnell', 'Sylvester Stallone', 'ant', 'friend', 'princess', 'soldier', 'worker']"
Dennis Dugan,80000000.0,['Comedy'],Steve Buscemi,Grown Ups ,"['basketball', 'coach', 'daughter', 'high school', 'high school basketball']",PG-13,Comedy,18.1975371926,"['Dennis Dugan', 'Steve Buscemi', 'basketball', 'coach', 'daughter', 'high', 'school', 'high', 'school', 'basketball']"
Robert Rodriguez,29000000.0,"['Action', 'Crime', 'Thriller']",Johnny Depp,Once Upon a Time in Mexico ,"['agent', 'cia', 'mariachi', 'mexican', 'president']",R,Action-Comedy,17.182806388,"['Robert Rodriguez', 'Johnny Depp', 'agent', 'cia', 'mariachi', 'mexican', 'president']"
Will Finn,70000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Musical']",Lea Michele,Legends of Oz: Dorothy's Return ,"['jester', 'kansas', 'oz', 'princess', 'tornado']",PG,Animation,18.0640058,"['Will Finn', 'Lea Michele', 'jester', 'kansas', 'oz', 'princess', 'tornado']"
John Carpenter,40000000.0,"['Comedy', 'Romance', 'Sci-Fi', 'Thriller']",Richard Epcar,Memoirs of an Invisible Man ,"['accident', 'bar', 'chase', 'cia', 'laboratory']",PG-13,Sci-Fi,17.5043900121,"['John Carpenter', 'Richard Epcar', 'accident', 'bar', 'chase', 'cia', 'laboratory']"
John Glen,27500000.0,"['Action', 'Adventure', 'Thriller']",Louis Jourdan,Octopussy ,"['agent', 'egg', 'faberge egg', 'general', 'russian']",PG,Action-Comedy,17.1296965626,"['John Glen', 'Louis Jourdan', 'agent', 'egg', 'faberge', 'egg', 'general', 'russian']"
John McTiernan,70000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",F. Murray Abraham,Last Action Hero ,"['action hero', 'hero', 'magic', 'ticket', 'video store']",PG-13,Rom-Com,18.0640058,"['John McTiernan', 'F. Murray Abraham', 'action', 'hero', 'hero', 'magic', 'ticket', 'video', 'store']"
Garry Marshall,37000000.0,"['Comedy', 'Family', 'Romance']",Anne Hathaway,The Princess Diaries ,"['cinderella story', 'fish out of water', 'makeover', 'manners', 'princess']",G,Family,17.4264284706,"['Garry Marshall', 'Anne Hathaway', 'cinderella', 'story', 'fish', 'out', 'of', 'water', 'makeover', 'manners', 'princess']"
Jon Hurwitz,50000000.0,['Comedy'],Alyson Hannigan,American Reunion ,"['bikini', 'female female kiss', 'high school reunion', 'outdoor sex', 'upskirt']",R,Comedy,17.7275335634,"['Jon Hurwitz', 'Alyson Hannigan', 'bikini', 'female', 'female', 'kiss', 'high', 'school', 'reunion', 'outdoor', 'sex', 'upskirt']"
Roger Allers,85000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Jon Favreau,Open Season ,"['bear', 'deer', 'forest', 'grizzly bear', 'hunter']",PG,Animation,18.2581618145,"['Roger Allers', 'Jon Favreau', 'bear', 'deer', 'forest', 'grizzly', 'bear', 'hunter']"
Ron Clements,28000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Robin Williams,Aladdin ,"['arab', 'genie', 'magic', 'princess', 'reference to a thousand and one nights']",G,Animation,17.1477150681,"['Ron Clements', 'Robin Williams', 'arab', 'genie', 'magic', 'princess', 'reference', 'to', 'a', 'thousand', 'and', 'one', 'nights']"
Ted Demme,30000000.0,"['Biography', 'Crime', 'Drama']",Johnny Depp,Blow ,"['1960s', '1970s', 'california', 'cocaine', 'wealth']",R,Biography,17.2167079396,"['Ted Demme', 'Johnny Depp', '1960s', '1970s', 'california', 'cocaine', 'wealth']"
Jon Avnet,60000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Robert De Niro,Righteous Kill ,"['blood splatter', 'execution', 'new york city', 'nypd', 'serial killer']",R,Mystery,17.9098551202,"['Jon Avnet', 'Robert De Niro', 'blood', 'splatter', 'execution', 'new', 'york', 'city', 'nypd', 'serial', 'killer']"
Jay Roach,95000000.0,['Comedy'],Will Ferrell,The Campaign ,"['campaigning', 'congressman', 'north carolina', 'title at the end', 'u.s. congressman']",R,Comedy,18.3693874496,"['Jay Roach', 'Will Ferrell', 'campaigning', 'congressman', 'north', 'carolina', 'title', 'at', 'the', 'end', 'u', 's', 'congressman']"
Antoine Fuqua,30000000.0,"['Drama', 'Sport']",Jake Gyllenhaal,Southpaw ,"['boxer', 'boxing training', 'death of wife', 'male in shower', 'rage']",R,Sport,17.2167079396,"['Antoine Fuqua', 'Jake Gyllenhaal', 'boxer', 'boxing', 'training', 'death', 'of', 'wife', 'male', 'in', 'shower', 'rage']"
Peter Berg,85000000.0,"['Action', 'Adventure', 'Comedy', 'Thriller']",Dwayne Johnson,The Rundown ,"['amazon', 'bounty hunter', 'fight', 'hunter', 'jungle']",PG-13,Rom-Com,18.2581618145,"['Peter Berg', 'Dwayne Johnson', 'amazon', 'bounty', 'hunter', 'fight', 'hunter', 'jungle']"
Scott Waugh,66000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Rami Malek,Need for Speed ,"['cross country', 'custom car', 'illegal street racing', 'police officer crushed', 'street racing']",PG-13,Action-Comedy,18.0051653,"['Scott Waugh', 'Rami Malek', 'cross', 'country', 'custom', 'car', 'illegal', 'street', 'racing', 'police', 'officer', 'crushed', 'street', 'racing']"
Matthew Vaughn,70000000.0,"['Adventure', 'Family', 'Fantasy', 'Romance']",Henry Cavill,Stardust ,"['king', 'magic', 'one word title', 'pirate', 'village']",PG-13,Family,18.0640058,"['Matthew Vaughn', 'Henry Cavill', 'king', 'magic', 'one', 'word', 'title', 'pirate', 'village']"
Patrick Hughes,90000000.0,"['Action', 'Adventure', 'Thriller']",Jason Statham,The Expendables 3 ,"['battle', 'fight', 'mission', 'pg 13 sequel to r rated franchise', 'rescue']",PG-13,Action-Comedy,18.3153202283,"['Patrick Hughes', 'Jason Statham', 'battle', 'fight', 'mission', 'pg', '13', 'sequel', 'to', 'r', 'rated', 'franchise', 'rescue']"
Robert Luketic,60000000.0,"['Comedy', 'Romance']",Adam Scott,Monster-in-Law ,"['breakdown', 'fight', 'mother in law', 'scheme', 'wedding']",PG-13,Rom-Com,17.9098551202,"['Robert Luketic', 'Adam Scott', 'breakdown', 'fight', 'mother', 'in', 'law', 'scheme', 'wedding']"
Alex Proyas,50000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Nicolas Cage,Knowing ,"['disaster', 'end of the world', 'number', 'student', 'time capsule']",PG-13,Sci-Fi,17.7275335634,"['Alex Proyas', 'Nicolas Cage', 'disaster', 'end', 'of', 'the', 'world', 'number', 'student', 'time', 'capsule']"
Kathryn Bigelow,100000000.0,"['Drama', 'History', 'Thriller', 'War']",Liam Neeson,K-19: The Widowmaker ,"['courage', 'radiation sickness', 'radioactive contamination', 'sea', 'test launch']",PG-13,War,18.420680744,"['Kathryn Bigelow', 'Liam Neeson', 'courage', 'radiation', 'sickness', 'radioactive', 'contamination', 'sea', 'test', 'launch']"
Tim Burton,100000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Cary-Hiroyuki Tagawa,Planet of the Apes ,"['astronaut', 'cage', 'planet', 'wilhelm scream', 'year 2029']",PG-13,Sci-Fi,18.420680744,"['Tim Burton', 'Cary-Hiroyuki Tagawa', 'astronaut', 'cage', 'planet', 'wilhelm', 'scream', 'year', '2029']"
Timur Bekmambetov,75000000.0,"['Action', 'Crime', 'Fantasy', 'Thriller']",Angelina Jolie Pitt,Wanted ,"['assassin', 'bobble head doll', 'femme fatale', 'rejuvenation', 'strong female lead']",R,Action-Comedy,18.1329986715,"['Timur Bekmambetov', 'Angelina Jolie Pitt', 'assassin', 'bobble', 'head', 'doll', 'femme', 'fatale', 'rejuvenation', 'strong', 'female', 'lead']"
Thor Freudenthal,90000000.0,"['Adventure', 'Family', 'Fantasy']",Logan Lerman,Percy Jackson: Sea of Monsters ,"['golden fleece', 'half brother', 'magical tree', 'sea', 'tree']",PG,Family,18.3153202283,"['Thor Freudenthal', 'Logan Lerman', 'golden', 'fleece', 'half', 'brother', 'magical', 'tree', 'sea', 'tree']"
John Singleton,76000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,2 Fast 2 Furious ,"['bust', 'racing', 'shotgun', 'street racing', 'undercover agent']",PG-13,Action-Comedy,18.1462438983,"['John Singleton', 'Paul Walker', 'bust', 'racing', 'shotgun', 'street', 'racing', 'undercover', 'agent']"
Scott Hicks,28000000.0,"['Comedy', 'Drama', 'Romance']",Zoë Kravitz,No Reservations ,"['chef', 'cooking', 'guardian', 'kitchen', 'restaurant']",PG,Rom-Com,17.1477150681,"['Scott Hicks', 'Zo\xc3\xab Kravitz', 'chef', 'cooking', 'guardian', 'kitchen', 'restaurant']"
